Restaurant Name,Country Code,City,Locality,Cuisines,cost,Has Table booking,Has Online delivery,Price range,rating,votes
Y Cafe & Restaurant,1,Dehradun,Karanpur,['Cafe'],500,No,No,3,4.0,94
Eddie's Patisserie,1,Dehradun,Krishna Nagar,['Bakery'],350,No,No,2,4.1,64
First Gear Cafe,1,Dehradun,Malsi,"['Cafe', 'Chinese']",700,No,No,3,3.9,131
Dunkin Donuts,1,Dehradun,"Pacific Mall, Jakhan","['Burger', 'Desserts']",600,No,No,3,3.9,101
Doon Darbar,1,Dehradun,Paltan Bazaar,"['North Indian', 'Mughlai']",600,No,No,3,3.9,121
Razzmatazz,1,Dehradun,Race Course,['Cafe'],400,No,No,2,3.9,39
Barbeque Nation,1,Dehradun,Rajpur,"['North Indian', 'Mediterranean', 'Asian', 'Chinese']",1600,No,No,4,4.4,66
Black Pepper Restaurant,1,Dehradun,Rajpur,"['North Indian', 'Chinese']",1200,No,No,4,4.0,175
Cafe Marigold,1,Dehradun,Rajpur,"['Cafe', 'Chinese', 'Fast Food']",500,No,No,3,4.1,104
Jalapenos,1,Dehradun,Rajpur,"['Cafe', 'Mexican']",500,No,No,3,4.2,68
Kalsang AMA Cafe,1,Dehradun,Rajpur,['Cafe'],600,No,No,3,4.2,89
Desire Foods,1,Faridabad,Badarpur Border,"['Chinese', 'Fast Food', 'Bakery']",250,No,No,1,2.9,4
Knight Rock,1,Faridabad,Badarpur Border,"['North Indian', 'Chinese']",500,No,No,2,2.8,16
Punjab Restaurant,1,Faridabad,Badarpur Border,['North Indian'],150,No,No,1,2.8,8
Raju Dhaba,1,Faridabad,Badarpur Border,['North Indian'],150,No,No,1,2.9,8
Rakheja Bakery,1,Faridabad,Badarpur Border,['Bakery'],100,No,No,1,2.8,7
Snax Points,1,Faridabad,Badarpur Border,"['Chinese', 'North Indian', 'Fast Food']",300,No,No,1,3.0,4
Cafe And More,1,Faridabad,Charmwood Village,"['Fast Food', 'North Indian']",300,No,No,1,2.9,4
Green Chick Chop,1,Faridabad,Charmwood Village,"['Raw Meats', 'North Indian', 'Fast Food']",350,No,No,1,3.0,7
Kolkata Hot Kathi Rolls,1,Faridabad,Charmwood Village,"['Fast Food', 'Chinese']",300,No,No,1,2.9,11
Kebab Xpress,1,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad","['North Indian', 'Mughlai']",600,No,Yes,2,2.8,49
McDonald's,1,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad","['Fast Food', 'Burger']",500,No,No,2,3.4,58
Suruchi,1,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad","['North Indian', 'South Indian', 'Gujarati', 'Rajasthani']",700,No,No,2,3.4,233
Berco's,1,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad","['Chinese', 'Thai']",1100,No,Yes,3,3.8,508
Dunkin' Donuts,1,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad","['Burger', 'Desserts', 'Fast Food']",600,No,Yes,2,3.6,98
The Chocolate Room,1,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad","['Cafe', 'Desserts']",900,No,Yes,2,3.6,59
KFC,1,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad","['American', 'Fast Food', 'Burger']",500,No,Yes,2,2.1,57
Barbeque Nation,1,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",['North Indian'],1600,No,No,3,4.0,299
Yo! China,1,Faridabad,"Crown Interiorz Mall, Sector 35, Faridabad",['Chinese'],1300,No,Yes,3,4.1,239
Giani's,1,Faridabad,"Crown Plaza Mall, Sector 15, Faridabad","['Ice Cream', 'Desserts']",400,No,No,1,3.2,16
Momo-Cha,1,Faridabad,"Crown Plaza Mall, Sector 15, Faridabad",['Fast Food'],200,No,Yes,1,2.7,16
Shree Rathnam,1,Faridabad,"Crown Plaza Mall, Sector 15, Faridabad","['South Indian', 'North Indian', 'Chinese']",800,No,Yes,2,3.4,48
Mirage Restro Bar,1,Faridabad,"Crown Plaza Mall, Sector 15, Faridabad","['North Indian', 'Mughlai']",1000,Yes,No,3,2.4,25
Gelato Vinto,1,Faridabad,"Eldeco Station 1 Mall, Sector 12, Faridabad","['Desserts', 'Ice Cream']",250,No,No,1,2.8,12
Cakes 'n Bakes - Park Plaza,1,Faridabad,"Park Plaza, Sector 21, Faridabad",['Bakery'],1000,No,No,3,3.0,15
Cafe Bite,1,Faridabad,"Parsavnath City Mall, Sector 12, Faridabad",['Cafe'],500,No,No,2,3.2,19
Cafe Light,1,Faridabad,"Parsavnath City Mall, Sector 12, Faridabad","['Cafe', 'Chinese', 'Fast Food']",500,No,No,2,2.8,8
Momo-Cha,1,Faridabad,Sector 10,"['North Indian', 'Chinese']",450,No,No,1,2.8,20
Oregano India,1,Faridabad,Sector 10,"['Fast Food', 'Chinese', 'Italian']",500,No,No,2,3.1,11
Sagar Bakery,1,Faridabad,Sector 10,['Bakery'],150,No,No,1,3.0,11
Smugglers,1,Faridabad,Sector 10,['North Indian'],450,No,Yes,1,3.1,7
Welcome,1,Faridabad,Sector 10,"['North Indian', 'Chinese']",700,Yes,No,2,2.9,13
Chimney,1,Faridabad,Sector 11,"['North Indian', 'Mughlai', 'Chinese']",800,Yes,Yes,2,3.3,25
Chopstick,1,Faridabad,Sector 11,['Chinese'],300,No,No,1,3.0,22
Hot & Tasty Chinese Food,1,Faridabad,Sector 11,"['North Indian', 'Chinese']",450,No,No,1,2.6,26
Sanjha Chulha,1,Faridabad,Sector 11,"['North Indian', 'Mughlai']",700,No,Yes,2,2.9,16
Frontier,1,Faridabad,Sector 12,['Bakery'],200,No,No,1,2.9,7
Oxy Lounge,1,Faridabad,Sector 12,"['North Indian', 'Chinese', 'Italian']",1500,Yes,Yes,3,3.1,28
Al Bake,1,Faridabad,Sector 15,"['North Indian', 'Chinese']",600,No,Yes,2,3.2,31
Anupam Sweet,1,Faridabad,Sector 15,"['North Indian', 'South Indian', 'Chinese', 'Fast Food', 'Mithai']",400,No,No,1,3.4,70
Cafe Coffee Day,1,Faridabad,Sector 15,['Cafe'],450,No,No,1,3.3,67
Chicago Pizza,1,Faridabad,Sector 15,['Pizza'],600,No,No,2,2.7,35
Crispy Crust,1,Faridabad,Sector 15,"['North Indian', 'Chinese', 'Fast Food']",500,No,Yes,2,3.4,22
Frontier,1,Faridabad,Sector 15,['Bakery'],200,No,No,1,3.3,17
Gulab,1,Faridabad,Sector 15,"['North Indian', 'South Indian', 'Fast Food', 'Street Food', 'Mithai']",600,No,Yes,2,2.6,39
Hunger Cure Express,1,Faridabad,Sector 15,"['Fast Food', 'Beverages']",500,No,No,2,3.3,35
Maitre Patissier,1,Faridabad,Sector 15,['Bakery'],500,No,No,2,3.4,35
Momo-Cha,1,Faridabad,Sector 15,"['Chinese', 'Fast Food']",400,No,No,1,2.7,32
Nirula's,1,Faridabad,Sector 15,"['Fast Food', 'Desserts', 'Ice Cream', 'Beverages']",950,No,No,2,2.6,14
The Grub House,1,Faridabad,Sector 15,"['Cafe', 'North Indian', 'Chinese', 'Continental']",600,No,No,2,2.7,17
Twenty Four Seven,1,Faridabad,Sector 15,"['Fast Food', 'North Indian']",300,No,No,1,3.4,35
Cafe Parmesan,1,Faridabad,Sector 15,['Italian'],1000,No,No,3,4.5,799
Briosca,1,Faridabad,Sector 15,"['Bakery', 'Fast Food']",400,No,Yes,1,3.6,62
Burger Point,1,Faridabad,Sector 15,"['Burger', 'Fast Food']",300,No,Yes,1,3.5,24
Cafe Grub Up,1,Faridabad,Sector 15,"['Cafe', 'American', 'Mexican', 'Italian', 'Thai']",900,Yes,No,2,3.8,134
Cakes At Bhawanas,1,Faridabad,Sector 15,['Bakery'],400,No,No,1,3.5,26
Chaudhary Bhojnalaya,1,Faridabad,Sector 15,['North Indian'],400,No,No,1,3.6,93
Chickenette,1,Faridabad,Sector 15,"['Raw Meats', 'North Indian', 'Chinese', 'Fast Food']",650,No,No,2,3.7,280
Giani,1,Faridabad,Sector 15,"['Ice Cream', 'Desserts']",400,No,No,1,3.6,70
Green Chick Chop,1,Faridabad,Sector 15,"['Raw Meats', 'North Indian', 'Fast Food']",350,No,No,1,3.5,31
Hash Stix,1,Faridabad,Sector 15,['Fast Food'],250,No,No,1,3.6,25
Juice On Go,1,Faridabad,Sector 15,"['Juices', 'Beverages']",150,No,No,1,3.5,18
Keventers,1,Faridabad,Sector 15,['Beverages'],400,No,No,1,3.6,27
MD's Kebabs & Curries,1,Faridabad,Sector 15,"['North Indian', 'Mughlai', 'Chinese']",750,No,Yes,2,3.8,27
Perfect Bake,1,Faridabad,Sector 15,"['Bakery', 'Fast Food']",400,No,No,1,3.5,39
Perfect Bake,1,Faridabad,Sector 15,"['Bakery', 'Fast Food']",400,No,No,1,3.6,126
Sethi's Delicacy,1,Faridabad,Sector 15,"['Fast Food', 'Bakery']",150,No,No,1,3.8,75
Subway,1,Faridabad,Sector 15,"['American', 'Fast Food', 'Salad', 'Healthy Food']",500,No,No,2,3.5,143
Cafí© Bogchi,1,Faridabad,Sector 15,"['Cafe', 'Italian', 'Mexican', 'Continental']",650,No,Yes,2,4.1,153
Ashoka Restaurant,1,Faridabad,Sector 16,['North Indian'],400,No,No,1,2.9,43
Baskin Robbins,1,Faridabad,Sector 16,['Ice Cream'],300,No,Yes,1,2.9,4
China Hot Pot,1,Faridabad,Sector 16,"['Chinese', 'Fast Food']",400,No,No,1,2.5,25
Handi Chhadeyan Di,1,Faridabad,Sector 16,['North Indian'],400,No,No,1,3.1,26
Hungrill,1,Faridabad,Sector 16,"['North Indian', 'Chinese', 'Continental']",500,No,No,2,3.0,4
Kant Khana Khazana,1,Faridabad,Sector 16,['North Indian'],250,No,No,1,3.4,22
Open Yard,1,Faridabad,Sector 16,"['North Indian', 'Chinese', 'Continental']",800,Yes,No,2,3.3,14
Recipe Badshah,1,Faridabad,Sector 16,['North Indian'],300,No,No,1,3.1,8
The Chai Cafe,1,Faridabad,Sector 16,"['Cafe', 'Chinese']",400,No,No,1,3.1,8
Eat N Treat,1,Faridabad,Sector 17,"['Chinese', 'North Indian']",400,No,No,1,2.8,20
Hotel Ekant,1,Faridabad,Sector 17,"['North Indian', 'Mughlai', 'Chinese']",700,No,No,2,2.7,39
Momo-Cha,1,Faridabad,Sector 17,"['North Indian', 'Chinese']",600,No,Yes,2,2.7,56
Paradise Inn,1,Faridabad,Sector 17,"['North Indian', 'Mughlai', 'Chinese']",500,No,No,2,2.7,43
Red Chilli,1,Faridabad,Sector 17,['Chinese'],300,No,No,1,2.8,9
Shiv Restaurant,1,Faridabad,Sector 17,['North Indian'],400,No,No,1,2.7,20
Sohan Sweets & Namkeen,1,Faridabad,Sector 17,['Mithai'],100,No,No,1,3.2,41
The Binge Box Cafe,1,Faridabad,Sector 17,['Cafe'],500,No,No,2,3.4,18
Tmos Moving Feast,1,Faridabad,Sector 17,"['Chinese', 'North Indian']",700,No,Yes,2,3.3,76
Parkash Dhaba,1,Faridabad,Sector 19,"['North Indian', 'Chinese']",200,No,No,1,3.0,6
Sanjha Chulha,1,Faridabad,Sector 19,"['North Indian', 'Mughlai']",700,No,Yes,2,3.3,219
Hareram Bikanerzaika,1,Faridabad,Sector 21,"['Mithai', 'Street Food']",200,No,No,1,2.8,11
Kulcha Paaji,1,Faridabad,Sector 21,['Street Food'],100,No,No,1,3.1,12
Shree Bikaner Misthan Bhandar,1,Faridabad,Sector 21,"['Street Food', 'South Indian', 'Mithai']",350,No,No,1,2.8,13
"The Hub - Gourmet, Bakers & More",1,Faridabad,Sector 21,"['Bakery', 'Fast Food']",200,No,No,1,3.0,7
Funk House Cafe,1,Faridabad,Sector 28,"['Cafe', 'Italian', 'Salad']",650,No,Yes,2,2.6,15
Shiksha Fast Food,1,Faridabad,Sector 28,"['Fast Food', 'Chinese']",200,No,No,1,2.9,5
Lalit Kathi Rolls Momos,1,Faridabad,Sector 29,['Fast Food'],100,No,No,1,3.1,9
Butter & Grace,1,Faridabad,Sector 31,"['North Indian', 'Chinese', 'Italian', 'Fast Food']",700,No,Yes,2,3.1,7
Green Chick Chop,1,Faridabad,Sector 31,"['Raw Meats', 'North Indian', 'Fast Food']",350,No,No,1,3.1,9
Snacks Bar,1,Faridabad,Sector 31,['Chinese'],350,No,No,1,2.9,4
Anupama Sweets & Family Restaurant,1,Faridabad,Sector 34,"['Mithai', 'North Indian', 'South Indian', 'Chinese', 'Fast Food']",400,No,Yes,1,2.7,28
Shree Rathnam,1,Faridabad,Sector 34,"['South Indian', 'North Indian', 'Chinese']",800,No,No,2,2.7,29
Desi Tadka,1,Faridabad,Sector 37,"['North Indian', 'Mughlai', 'Chinese']",500,No,No,2,3.0,6
Destination Live,1,Faridabad,Sector 37,"['North Indian', 'Mughlai', 'Chinese']",500,Yes,No,2,3.3,12
Kay's Bake Land,1,Faridabad,Sector 37,"['Bakery', 'Desserts']",150,No,No,1,3.1,19
Kay's Food Land,1,Faridabad,Sector 37,"['Bakery', 'Desserts']",100,No,No,1,3.1,14
Laziz Restaurant,1,Faridabad,Sector 37,"['North Indian', 'Mughlai']",600,No,No,2,2.8,11
Le Chef Restro Bar,1,Faridabad,Sector 37,"['North Indian', 'Chinese']",1000,Yes,No,3,2.7,70
Republic of Chicken,1,Faridabad,Sector 37,"['Raw Meats', 'Fast Food']",400,No,No,1,3.1,18
Tanishka Restaurant & Caterers,1,Faridabad,Sector 37,"['North Indian', 'Chinese']",300,No,No,1,2.9,14
The Tandoori Times,1,Faridabad,Sector 37,['North Indian'],500,No,No,2,2.7,48
Twist of Italy,1,Faridabad,Sector 37,"['Chinese', 'Fast Food']",350,No,No,1,3.6,52
Cravings,1,Faridabad,Sector 41,"['North Indian', 'Mughlai', 'Chinese']",500,No,No,2,3.0,4
Domino's Pizza,1,Faridabad,Sector 43,"['Pizza', 'Fast Food']",700,No,No,2,2.9,10
Green Chick Chop,1,Faridabad,Sector 43,"['Raw Meats', 'North Indian', 'Fast Food']",350,No,No,1,3.1,5
Punjabi Culture,1,Faridabad,Sector 43,"['North Indian', 'Mughlai']",500,No,No,2,2.9,4
Three Olives,1,Faridabad,Sector 43,"['Italian', 'Fast Food']",550,No,No,2,2.9,4
Hunger Cure,1,Faridabad,Sector 46,"['Fast Food', 'Chinese']",700,No,No,2,3.2,47
Sanjha Chulha,1,Faridabad,Sector 46,"['North Indian', 'Mughlai']",700,No,Yes,2,2.5,79
Queens Cakes,1,Faridabad,Sector 46,['Bakery'],200,No,No,1,3.5,29
Invitation Restaurant,1,Faridabad,Sector 7,"['North Indian', 'South Indian', 'Chinese', 'Fast Food']",500,No,Yes,2,2.7,17
Kaushik Bakery,1,Faridabad,Sector 7,['Bakery'],200,No,No,1,3.0,9
Rama Vaishnav Bhojnalaya,1,Faridabad,Sector 7,"['North Indian', 'Chinese']",250,No,No,1,3.0,7
Shiv Saras Vyanjan,1,Faridabad,Sector 7,['Mithai'],100,No,No,1,2.9,5
Shree Bikaner Misthan Bhandar,1,Faridabad,Sector 7,"['Mithai', 'Bakery', 'Street Food', 'Chinese', 'South Indian']",300,No,No,1,3.0,8
Shree Bikaner Misthan Bhandar,1,Faridabad,Sector 7,"['Mithai', 'Street Food']",150,No,No,1,3.1,15
Standard Family Restaurant,1,Faridabad,Sector 7,['North Indian'],450,No,No,1,2.9,16
The Hunger End,1,Faridabad,Sector 7,"['North Indian', 'Chinese']",500,No,No,2,3.0,4
Anupam Sweets & Restaurant,1,Faridabad,Sector 86,"['North Indian', 'Chinese', 'Fast Food']",450,No,Yes,1,3.0,10
Caramel,1,Faridabad,Sector 86,"['North Indian', 'Chinese', 'Continental']",600,No,No,2,2.9,9
Chaska Restaurant,1,Faridabad,Sector 86,"['North Indian', 'Chinese']",650,No,No,2,3.2,24
Club Pizzeria,1,Faridabad,Sector 86,['Pizza'],550,No,Yes,2,3.4,19
Gupha,1,Faridabad,Sector 86,"['North Indian', 'Chinese']",500,No,No,2,2.9,8
Indian Gourmet,1,Faridabad,Sector 86,"['North Indian', 'Chinese', 'Raw Meats']",450,No,No,1,3.0,8
Tandoori Zaaika's,1,Faridabad,Sector 86,"['North Indian', 'Chinese']",500,No,Yes,2,3.2,39
TCD Cake & Bake,1,Faridabad,Sector 86,"['Bakery', 'Fast Food']",300,No,No,1,3.1,10
The Grill Darbar,1,Faridabad,Sector 86,"['North Indian', 'Mughlai', 'Chinese']",500,No,No,2,3.3,17
Urban Cuisine,1,Faridabad,Sector 86,"['North Indian', 'Chinese', 'Mughlai']",500,No,Yes,2,3.4,37
Mister Mughal,1,Faridabad,Sector 86,['Mughlai'],600,No,Yes,2,3.5,33
The Hub,1,Faridabad,Sector 9,"['Bakery', 'Fast Food']",200,No,No,1,3.1,9
Aggarwal Sweets Centre,1,Faridabad,Suraj Kund,"['Mithai', 'Street Food', 'Chinese']",100,No,No,1,2.9,4
Bawarchi,1,Faridabad,Suraj Kund,"['North Indian', 'Chinese', 'Mughlai']",550,No,No,2,3.0,14
D ART of Flavour,1,Faridabad,Suraj Kund,"['North Indian', 'Chinese']",500,No,No,2,2.8,13
Italia Cafe by Aura,1,Faridabad,Suraj Kund,"['Fast Food', 'Beverages']",400,No,No,1,2.8,5
Pizza Street,1,Faridabad,Suraj Kund,"['Fast Food', 'Pizza']",550,No,Yes,2,2.6,12
Rock Cafe,1,Faridabad,Suraj Kund,"['North Indian', 'Chinese', 'South Indian']",550,No,No,2,3.0,8
Sardaar Ji Chaap & Rolls,1,Faridabad,Suraj Kund,['North Indian'],300,No,No,1,3.1,7
Spice Wok,1,Faridabad,Suraj Kund,"['North Indian', 'Chinese']",600,No,No,2,3.1,18
Vrindavan Sweets & Restaurant,1,Faridabad,Suraj Kund,"['North Indian', 'Chinese', 'South Indian', 'Fast Food']",350,No,No,1,3.0,22
Yummy Cake,1,Faridabad,Suraj Kund,['Bakery'],400,No,No,1,3.0,4
Bakers Delight - The Atrium,1,Faridabad,"The Atrium, Suraj Kund","['Bakery', 'Desserts']",700,No,No,2,3.0,10
On The Rocks - The  Atrium,1,Faridabad,"The Atrium, Suraj Kund",['Finger Food'],1400,Yes,No,3,3.1,18
World Cafe - Vibe by The LaLiT Traveller,1,Faridabad,"Vibe by The LaLit Traveller, Mathura Road","['North Indian', 'Continental', 'Chinese']",1900,Yes,No,3,3.3,56
Chaudhary Ke Mashhoor Paranthe,1,Ghaziabad,Indirapuram,['North Indian'],150,No,No,1,2.8,14
Thakur Bakers,1,Ghaziabad,Indirapuram,['Bakery'],150,No,No,1,3.0,6
FoodByMom,1,Ghaziabad,Indirapuram,['North Indian'],300,No,Yes,1,3.6,161
Mr. Brown,1,Ghaziabad,Indirapuram,"['Fast Food', 'Cafe', 'Desserts', 'Bakery']",500,No,Yes,2,3.9,52
9 Mars Lounge,1,Ghaziabad,"Shipra Mall, Indirapuram","['North Indian', 'Chinese']",2500,Yes,No,4,2.5,184
Barista,1,Ghaziabad,"Shipra Mall, Indirapuram",['Cafe'],650,No,Yes,2,3.4,33
Baskin Robbins,1,Ghaziabad,"Shipra Mall, Indirapuram",['Ice Cream'],300,No,Yes,1,3.3,27
Burger King,1,Ghaziabad,"Shipra Mall, Indirapuram","['Burger', 'Fast Food']",500,No,Yes,2,3.4,327
Cafe Coffee Day,1,Ghaziabad,"Shipra Mall, Indirapuram",['Cafe'],450,No,No,1,3.2,63
Chinese X'Press,1,Ghaziabad,"Shipra Mall, Indirapuram",['Chinese'],600,No,No,2,2.9,16
Cinch,1,Ghaziabad,"Shipra Mall, Indirapuram","['North Indian', 'Chinese', 'Continental']",1500,Yes,No,3,2.6,92
Costa Coffee,1,Ghaziabad,"Shipra Mall, Indirapuram",['Cafe'],600,No,No,2,3.3,60
Domino's Pizza,1,Ghaziabad,"Shipra Mall, Indirapuram","['Pizza', 'Fast Food']",700,No,No,2,3.2,17
Dosa X'press,1,Ghaziabad,"Shipra Mall, Indirapuram",['South Indian'],500,No,No,2,3.0,6
Kebab Xpress,1,Ghaziabad,"Shipra Mall, Indirapuram","['North Indian', 'Mughlai']",600,No,No,2,2.7,14
Let's Noodle,1,Ghaziabad,"Shipra Mall, Indirapuram",['Chinese'],700,No,Yes,2,2.6,181
McDonald's,1,Ghaziabad,"Shipra Mall, Indirapuram","['Fast Food', 'Burger']",500,No,Yes,2,3.3,150
Mx Corn,1,Ghaziabad,"Shipra Mall, Indirapuram",['Fast Food'],100,No,No,1,3.1,7
Dunkin' Donuts,1,Ghaziabad,"Shipra Mall, Indirapuram","['Burger', 'Desserts', 'Fast Food']",600,No,Yes,2,3.6,252
Haldiram's,1,Ghaziabad,"Shipra Mall, Indirapuram","['North Indian', 'South Indian', 'Chinese', 'Street Food', 'Fast Food', 'Mithai', 'Desserts']",600,No,No,2,3.6,187
Pind Balluchi,1,Ghaziabad,"Shipra Mall, Indirapuram","['North Indian', 'Mughlai']",1000,Yes,Yes,3,1.8,322
Maini Restaurant,1,Ghaziabad,Surya Nagar,"['North Indian', 'Fast Food']",400,No,No,1,3.3,114
The Dosa King,1,Ghaziabad,Surya Nagar,"['South Indian', 'North Indian', 'Chinese']",550,No,Yes,2,3.2,80
Baba Au Rhum,1,Goa,Anjuna,"['Italian', 'French', 'Cafe']",800,No,No,3,4.5,280
Burger Factory,1,Goa,Anjuna,['Fast Food'],1100,No,No,4,4.8,415
Club Cubana,1,Goa,Anjuna,['Finger Food'],2000,No,No,4,4.4,646
Curlies,1,Goa,"Anjuna Beach, Anjuna","['Continental', 'North Indian', 'Italian', 'Seafood', 'Goan']",1500,No,No,4,3.5,1681
La Plage,1,Goa,Arambol,"['Seafood', 'French']",800,No,No,3,4.6,302
St. Anthony's,1,Goa,Baga,"['North Indian', 'Chinese', 'Continental', 'Goan', 'Seafood']",1100,No,No,4,3.8,911
Britto's Bar & Restaurant,1,Goa,Baga,"['North Indian', 'Continental', 'Chinese', 'Seafood']",1400,No,No,4,4.3,2191
Fat Fish,1,Goa,Baga,"['North Indian', 'Continental', 'Goan']",1000,No,No,4,4.2,856
Martin's Corner,1,Goa,Betalbatim,"['Goan', 'Seafood', 'Chinese', 'North Indian']",1600,No,No,4,4.4,1115
Infantaria,1,Goa,Calangute,"['Italian', 'Continental', 'Goan']",800,No,No,3,3.7,1221
Souza Lobo,1,Goa,"Calangute Beach, Calangute","['North Indian', 'Continental', 'Goan']",1300,No,No,4,4.3,918
Fisherman's Cove,1,Goa,Candolim,"['Goan', 'North Indian', 'Chinese']",700,No,No,3,3.8,601
Calamari,1,Goa,Candolim,"['Goan', 'Seafood', 'Chinese']",800,No,No,3,4.2,414
The Fisherman's Wharf,1,Goa,Cavelossim,"['Continental', 'Goan', 'Seafood', 'North Indian']",1100,No,No,4,4.6,555
LPK Waterfront,1,Goa,Nerul,['Finger Food'],1500,No,No,4,3.7,516
Ritz Classic,1,Goa,Panaji,"['Goan', 'Seafood', 'North Indian']",600,No,No,3,4.5,840
The Black Sheep Bistro,1,Goa,Panaji,"['Seafood', 'Continental', 'European', 'German']",1500,No,No,4,4.7,681
Cafe Al Fresco by Cantina Bodega,1,Goa,Panaji,['Cafe'],800,No,No,3,4.3,265
The Fisherman's Wharf,1,Goa,Panaji,"['Continental', 'Goan', 'Seafood', 'North Indian']",1100,No,No,4,4.4,323
Antares,1,Goa,Vagator,['Seafood'],2000,No,No,4,4.2,367
K Lab,1,Gurgaon," ILD Trade Centre Mall, Sohna Road","['Cafe', 'Beverages']",350,No,No,1,3.4,16
Pind Balluchi,1,Gurgaon," ILD Trade Centre Mall, Sohna Road","['North Indian', 'Mughlai']",800,Yes,Yes,2,2.7,80
Punjab Grill,1,Gurgaon,"Ambience Mall, Gurgaon","['North Indian', 'Mughlai']",2000,Yes,Yes,4,4.3,1887
Zambar,1,Gurgaon,"Ambience Mall, Gurgaon","['South Indian', 'Seafood', 'Kerala']",1400,Yes,Yes,3,4.0,802
Cakes & More,1,Gurgaon,"Ansal Plaza Mall, Palam Vihar",['Bakery'],250,No,No,1,3.0,4
Kwality Wall's Swirl's,1,Gurgaon,"Ansal Plaza Mall, Palam Vihar",['Ice Cream'],200,No,No,1,3.0,5
Yo! Dimsum,1,Gurgaon,"Ansal Plaza Mall, Palam Vihar",['Chinese'],200,No,No,1,3.0,10
Red,1,Gurgaon,Ardee City,"['Japanese', 'Thai', 'Chinese']",1200,No,Yes,3,3.0,57
Rocketchefs,1,Gurgaon,Ardee City,"['Pizza', 'Desserts']",500,No,Yes,2,3.1,4
The Fresh Chicken Store,1,Gurgaon,Ardee City,"['Raw Meats', 'Fast Food']",350,No,No,1,2.9,4
Club Tokyo - Best Western Skycity Hotel,1,Gurgaon,"Best Western Skycity Hotel, Sector 15, Gurgaon",['Japanese'],1500,Yes,No,3,2.8,13
Lattitude - Skycity Hotel,1,Gurgaon,"Best Western Skycity Hotel, Sector 15, Gurgaon","['North Indian', 'Chinese', 'Continental']",2500,Yes,No,4,2.9,15
Bisque Bakery,1,Gurgaon,"Central Arcade, DLF Phase 2, Gurgaon","['Bakery', 'Fast Food']",500,No,Yes,2,3.9,415
Behrouz Biryani,1,Gurgaon,"Central Plaza Mall, Golf Course Road",['Biryani'],600,No,Yes,2,3.4,36
Domino's Pizza,1,Gurgaon,"Central Plaza Mall, Golf Course Road","['Pizza', 'Fast Food']",700,No,No,2,3.4,104
Giani,1,Gurgaon,"Central Plaza Mall, Golf Course Road","['Ice Cream', 'Desserts']",400,No,Yes,1,3.4,70
PizzaVito,1,Gurgaon,"Central Plaza Mall, Golf Course Road","['Italian', 'Pizza', 'Lebanese']",900,Yes,Yes,2,3.3,218
Shawarma House,1,Gurgaon,"Central Plaza Mall, Golf Course Road",['Lebanese'],500,No,Yes,2,3.4,225
Subway,1,Gurgaon,"Central Plaza Mall, Golf Course Road","['American', 'Fast Food', 'Salad', 'Healthy Food']",500,No,Yes,2,2.5,150
Asian Bistro,1,Gurgaon,"Central Plaza Mall, Golf Course Road","['Chinese', 'Thai', 'North Indian', 'Japanese']",1600,Yes,Yes,3,3.8,184
BBQ Factory,1,Gurgaon,"Central Plaza Mall, Golf Course Road",['North Indian'],1400,Yes,Yes,3,3.9,146
Faaso's,1,Gurgaon,"Central Plaza Mall, Golf Course Road","['North Indian', 'Fast Food']",600,No,Yes,2,3.6,33
Chaayos,1,Gurgaon,"Central Plaza Mall, Golf Course Road","['Cafe', 'Tea']",400,No,Yes,1,4.3,48
Mosaic - Country Inn & Suites,1,Gurgaon,"Country Inn & Suites by Carlson, Gurgaon","['North Indian', 'Asian', 'Continental']",1500,Yes,No,3,3.8,91
60 ML - Country Inn & Suites by Carlson,1,Gurgaon,"Country Inn & Suites by Carlson, Sector 12",['Finger Food'],1000,Yes,No,3,3.0,7
Mosaic - Country Inn & Suites by Carlson,1,Gurgaon,"Country Inn & Suites by Carlson, Sector 12","['Continental', 'North Indian', 'Chinese']",1800,Yes,No,3,3.5,37
Big Shot Bar - Country Inn & Suites,1,Gurgaon,"Country Inn & Suites By Carlson, Udyog Vihar","['Chinese', 'Italian', 'North Indian']",2200,Yes,No,4,3.5,32
Mosaic - Country Inn & Suites By Carlson,1,Gurgaon,"Country Inn & Suites, Sohna Road","['North Indian', 'Chinese', 'Italian', 'Continental']",1300,Yes,No,3,3.4,19
Downtown Kitchen & Bar - Courtyard by Marriott,1,Gurgaon,"Courtyard by Marriott, Sushant Lok","['Chinese', 'North Indian', 'Italian']",2700,No,No,4,3.2,6
Di Ghent Boulangerie,1,Gurgaon,"Cross Point Mall, DLF Phase 4","['Cafe', 'Belgian']",1700,No,No,3,3.9,231
Khyen Chyen,1,Gurgaon,"Cross Point Mall, DLF Phase 4",['Kashmiri'],800,Yes,Yes,2,3.7,364
